rank,ticker,name,market_cap_krw,market_cap_h,sector,market
809,005110.KS,한창,26500000000,265억,유통,KOSPI
810,071950.KS,코아스,25400000000,254억,제조,KOSPI
811,014130.KS,한익스프레스,25300000000,253억,운송·창고,KOSPI
812,025890.KS,한국주강,24200000000,242억,기계·장비,KOSPI
813,006740.KS,블루산업개발,23500000000,235억,종이·목재,KOSPI
814,009310.KS,참엔지니어링,23300000000,233억,기계·장비,KOSPI
815,000040.KS,KR모터스,23100000000,231억,운송장비·부품,KOSPI
816,006200.KS,한국전자홀딩스,22900000000,229억,금융,KOSPI
817,001420.KS,태원물산,21100000000,211억,운송장비·부품,KOSPI
818,357430.KS,마스턴프리미어리츠,20700000000,207억,리츠,KOSPI
819,069640.KS,한세엠케이,20500000000,205억,유통,KOSPI
820,002360.KS,SH에너지화학,20300000000,203억,화학,KOSPI
821,015020.KS,이스타코,19900000000,199억,부동산,KOSPI
822,033250.KS,체시스,18700000000,187억,운송장비·부품,KOSPI
823,465770.KS,STX그린로지스,18200000000,182억,운송·창고,KOSPI
824,015260.KS,에이엔피,17900000000,179억,전기·전자,KOSPI
825,008600.KS,윌비스,17600000000,176억,유통,KOSPI
826,009440.KS,KC그린홀딩스,17600000000,176억,금융,KOSPI
827,012170.KS,아센디오,16100000000,161억,오락·문화,KOSPI
828,002070.KS,비비안,14800000000,148억,섬유·의류,KOSPI
829,011090.KS,에넥스,14500000000,145억,제조,KOSPI
830,044380.KS,주연테크,9700000000,97억,전기·전자,KOSPI
831,145210.KS,다이나믹디자인,9500000000,95억,기계·장비,KOSPI
832,001770.KS,SHD,7800000000,78억,금속,KOSPI
