rank,ticker,name,market_cap_krw,market_cap_h,sector,market
394,123890.KS,한국자산신탁,277200000000,2772억,금융,KOSPI
395,033270.KS,유나이티드,276800000000,2768억,제약,KOSPI
396,058430.KS,포스코스틸리온,276600000000,2766억,금속,KOSPI
397,015860.KS,일진홀딩스,276300000000,2763억,금융,KOSPI
398,001390.KS,KG케미칼,276300000000,2763억,화학,KOSPI
399,017390.KS,서울도시가스,274200000000,2742억,전기·가스,KOSPI
400,272450.KS,진에어,272000000000,2720억,운송·창고,KOSPI
401,091810.KS,티웨이항공,266400000000,2664억,운송·창고,KOSPI
402,084690.KS,대상홀딩스,265100000000,2651억,금융,KOSPI
403,003960.KS,사조대림,264900000000,2649억,음식료·담배,KOSPI
404,217590.KS,티엠씨,264600000000,2646억,전기·전자,KOSPI
405,001230.KS,동국홀딩스,261600000000,2616억,금융,KOSPI
406,002900.KS,TYM,260000000000,2600억,기계·장비,KOSPI
407,003120.KS,일성아이에스,259100000000,2591억,제약,KOSPI
408,078520.KS,에이블씨엔씨,257500000000,2575억,화학,KOSPI
409,084010.KS,대한제강,256400000000,2564억,금속,KOSPI
410,298000.KS,효성화학,254100000000,2541억,화학,KOSPI
411,003920.KS,남양유업,252900000000,2529억,음식료·담배,KOSPI
412,001750.KS,한양증권,252400000000,2524억,증권,KOSPI
413,286940.KS,롯데이노베이트,251500000000,2515억,IT 서비스,KOSPI
414,005430.KS,한국공항,248200000000,2482억,운송·창고,KOSPI
415,244920.KS,에이플러스에셋,245300000000,2453억,금융,KOSPI
416,122900.KS,아이마켓코리아,244700000000,2447억,유통,KOSPI
417,298690.KS,에어부산,244700000000,2447억,운송·창고,KOSPI
418,001790.KS,대한제당,244100000000,2441억,음식료·담배,KOSPI
419,005500.KS,삼진제약,242400000000,2424억,제약,KOSPI
420,002320.KS,한진,242200000000,2422억,운송·창고,KOSPI
421,003650.KS,미창석유공업,242000000000,2420억,화학,KOSPI
422,004360.KS,세방,241200000000,2412억,운송·창고,KOSPI
423,007160.KS,사조산업,240800000000,2408억,음식료·담배,KOSPI
424,900140.KS,엘브이엠씨,239400000000,2394억,외국증권,KOSPI
425,001340.KS,PKC,239100000000,2391억,화학,KOSPI
426,002710.KS,TCC스틸,238300000000,2383억,금속,KOSPI
427,334890.KS,이지스밸류플러스리츠,237200000000,2372억,리츠,KOSPI
428,003200.KS,일신방직,236900000000,2369억,섬유·의류,KOSPI
429,003070.KS,코오롱글로벌,234400000000,2344억,건설,KOSPI
430,136490.KS,선진,233800000000,2338억,음식료·담배,KOSPI
431,348950.KS,제이알글로벌리츠,233300000000,2333억,리츠,KOSPI
432,484870.KS,엠앤씨솔루션,232500000000,2325억,기계·장비,KOSPI
433,008490.KS,서흥,231400000000,2314억,화학,KOSPI
434,000430.KS,대원강업,231300000000,2313억,운송장비·부품,KOSPI
435,000480.KS,시알홀딩스,228400000000,2284억,비금속,KOSPI
436,000650.KS,천일고속,227500000000,2275억,운송·창고,KOSPI
437,034120.KS,SBS,225000000000,2250억,오락·문화,KOSPI
438,000320.KS,노루홀딩스,224200000000,2242억,금융,KOSPI
439,000050.KS,경방,223700000000,2237억,유통,KOSPI
440,000680.KS,LS네트웍스,223000000000,2230억,유통,KOSPI
441,404990.KS,신한서부티엔디리츠,222900000000,2229억,리츠,KOSPI
442,134380.KS,미원화학,222100000000,2221억,화학,KOSPI
443,044450.KS,KSS해운,220900000000,2209억,운송·창고,KOSPI
444,025000.KS,KPX케미칼,219800000000,2198억,화학,KOSPI
445,001250.KS,GS글로벌,218300000000,2183억,유통,KOSPI
446,226320.KS,잇츠한불,218200000000,2182억,화학,KOSPI
447,475560.KS,더본코리아,217200000000,2172억,유통,KOSPI
448,088260.KS,이리츠코크렙,214400000000,2144억,리츠,KOSPI
449,037270.KS,YG PLUS,214200000000,2142억,IT 서비스,KOSPI
450,033920.KS,무학,214000000000,2140억,음식료·담배,KOSPI
451,004980.KS,성신양회,212600000000,2126억,비금속,KOSPI
452,025560.KS,미래산업,212500000000,2125억,의료·정밀기기,KOSPI
453,432320.KS,KB스타리츠,212000000000,2120억,리츠,KOSPI
454,009680.KS,모토닉,211900000000,2119억,운송장비·부품,KOSPI
455,017860.KS,DS단석,211200000000,2112억,화학,KOSPI
456,000540.KS,흥국화재,209100000000,2091억,보험,KOSPI
457,003520.KS,영진약품,208900000000,2089억,제약,KOSPI
458,001460.KS,BYC,208900000000,2089억,섬유·의류,KOSPI
459,030210.KS,다올투자증권,206200000000,2062억,증권,KOSPI
460,005010.KS,휴스틸,204200000000,2042억,금속,KOSPI
461,028100.KS,동아지질,204200000000,2042억,건설,KOSPI
462,210980.KS,SK디앤디,202600000000,2026억,부동산,KOSPI
463,044820.KS,코스맥스비티아이,201700000000,2017억,금융,KOSPI
464,003720.KS,삼영,200600000000,2006억,화학,KOSPI
465,001630.KS,종근당홀딩스,197600000000,1976억,제약,KOSPI
466,053210.KS,케이티스카이라이프,196500000000,1965억,오락·문화,KOSPI
467,039570.KS,HDC랩스,196000000000,1960억,건설,KOSPI
468,000490.KS,대동,193700000000,1937억,기계·장비,KOSPI
469,117580.KS,대성에너지,193600000000,1936억,전기·가스,KOSPI
470,100250.KS,진양홀딩스,193600000000,1936억,화학,KOSPI
471,035150.KS,백산,193000000000,1930억,화학,KOSPI
472,011500.KS,한농화성,192500000000,1925억,화학,KOSPI
473,000140.KS,하이트진로홀딩스,190300000000,1903억,금융,KOSPI
474,013890.KS,지누스,190100000000,1901억,제조,KOSPI
475,095570.KS,AJ네트웍스,189400000000,1894억,일반서비스,KOSPI
476,128820.KS,대성산업,188400000000,1884억,유통,KOSPI
477,241590.KS,화승엔터프라이즈,186000000000,1860억,섬유·의류,KOSPI
478,317400.KS,자이에스앤디,185800000000,1858억,부동산,KOSPI
479,102460.KS,이연제약,183600000000,1836억,제약,KOSPI
480,339770.KS,교촌에프앤비,183400000000,1834억,유통,KOSPI
481,000860.KS,강남제비스코,183000000000,1830억,화학,KOSPI
482,003350.KS,한국화장품제조,182400000000,1824억,화학,KOSPI
483,016580.KS,환인제약,180800000000,1808억,제약,KOSPI
484,001130.KS,대한제분,180700000000,1807억,음식료·담배,KOSPI
485,462520.KS,조선내화,179800000000,1798억,비금속,KOSPI
486,010580.KS,에스엠벡셀,179700000000,1797억,운송장비·부품,KOSPI
487,001080.KS,만호제강,177600000000,1776억,금속,KOSPI
488,002100.KS,경농,177500000000,1775억,화학,KOSPI
489,234080.KS,JW생명과학,176400000000,1764억,제약,KOSPI
490,007860.KS,서연,176300000000,1763억,금융,KOSPI
491,013580.KS,계룡건설산업,175800000000,1758억,건설,KOSPI
492,102260.KS,동성케미컬,175800000000,1758억,화학,KOSPI
493,003220.KS,대원제약,175400000000,1754억,제약,KOSPI
494,053690.KS,한미글로벌,175300000000,1753억,일반서비스,KOSPI
495,377190.KS,디앤디플랫폼리츠,174700000000,1747억,리츠,KOSPI
496,003460.KS,유화증권,174600000000,1746억,증권,KOSPI
497,035510.KS,신세계I&C,174200000000,1742억,IT 서비스,KOSPI
498,000300.KS,DH오토넥스,174000000000,1740억,운송장비·부품,KOSPI
499,016450.KS,한세예스24홀딩스,170400000000,1704억,섬유·의류,KOSPI
500,033530.KS,SJG세종,168600000000,1686억,운송장비·부품,KOSPI
501,002150.KS,도화엔지니어링,167100000000,1671억,일반서비스,KOSPI
502,101530.KS,해태제과식품,167100000000,1671억,음식료·담배,KOSPI
503,004560.KS,현대비앤지스틸,164500000000,1645억,금속,KOSPI
504,003610.KS,방림,164400000000,1644억,섬유·의류,KOSPI
505,213500.KS,한솔제지,163500000000,1635억,종이·목재,KOSPI
506,002170.KS,삼양통상,163500000000,1635억,섬유·의류,KOSPI
507,009470.KS,삼화전기,163400000000,1634억,전기·전자,KOSPI
508,000390.KS,삼화페인트공업,163200000000,1632억,화학,KOSPI
509,004380.KS,삼익THK,161700000000,1617억,기계·장비,KOSPI
510,005960.KS,동부건설,161500000000,1615억,건설,KOSPI
511,092200.KS,디아이씨,161400000000,1614억,운송장비·부품,KOSPI
512,007570.KS,일양약품,160700000000,1607억,제약,KOSPI
513,487570.KS,HS효성,160600000000,1606억,금융,KOSPI
514,400760.KS,NH올원리츠,159000000000,1590억,리츠,KOSPI
515,031440.KS,신세계푸드,157800000000,1578억,일반서비스,KOSPI
516,015230.KS,대창단조,157700000000,1577억,운송장비·부품,KOSPI
517,001780.KS,알루코,156500000000,1565억,금속,KOSPI
518,016880.KS,웅진,153400000000,1534억,금융,KOSPI
519,014710.KS,사조씨푸드,150000000000,1500억,음식료·담배,KOSPI
520,004310.KS,현대약품,149800000000,1498억,제약,KOSPI
521,090350.KS,노루페인트,149600000000,1496억,화학,KOSPI
522,293480.KS,하나제약,149600000000,1496억,제약,KOSPI
523,000700.KS,유수홀딩스,149500000000,1495억,일반서비스,KOSPI
524,004970.KS,신라교역,148800000000,1488억,미분류,KOSPI
525,000970.KS,한국주철관공업,148700000000,1487억,금속,KOSPI
526,004090.KS,한국석유공업,146600000000,1466억,비금속,KOSPI
527,271980.KS,제일약품,145400000000,1454억,제약,KOSPI
528,071840.KS,롯데하이마트,143500000000,1435억,유통,KOSPI
529,003830.KS,대한화섬,142000000000,1420억,화학,KOSPI
530,000020.KS,동화약품,140500000000,1405억,제약,KOSPI
531,008350.KS,남선알미늄,139100000000,1391억,금속,KOSPI
532,214420.KS,토니모리,138100000000,1381억,화학,KOSPI
533,094280.KS,효성 ITX,137800000000,1378억,일반서비스,KOSPI
534,460850.KS,동국씨엠,137200000000,1372억,금속,KOSPI
535,015890.KS,태경산업,134300000000,1343억,화학,KOSPI
536,003480.KS,한진중공업홀딩스,133300000000,1333억,전기·가스,KOSPI
537,000520.KS,삼일제약,132300000000,1323억,제약,KOSPI
538,006060.KS,화승인더스트리,132200000000,1322억,유통,KOSPI
539,004080.KS,신흥,129700000000,1297억,유통,KOSPI
540,020120.KS,키다리스튜디오,128600000000,1286억,IT 서비스,KOSPI
541,272550.KS,삼양패키징,128500000000,1285억,화학,KOSPI
542,025820.KS,이구산업,127700000000,1277억,금속,KOSPI
543,107590.KS,미원홀딩스,127400000000,1274억,금융,KOSPI
544,013520.KS,화승코퍼레이션,125600000000,1256억,운송장비·부품,KOSPI
545,081000.KS,일진다이아,124700000000,1247억,화학,KOSPI
546,004960.KS,한신공영,123600000000,1236억,건설,KOSPI
547,024090.KS,디씨엠,123500000000,1235억,금속,KOSPI
548,007540.KS,샘표,123400000000,1234억,금융,KOSPI
549,012610.KS,경인양행,123200000000,1232억,화학,KOSPI
550,350520.KS,이지스레지던스리츠,122000000000,1220억,리츠,KOSPI
551,012200.KS,계양전기,121400000000,1214억,기계·장비,KOSPI
552,004150.KS,한솔홀딩스,121000000000,1210억,금융,KOSPI
553,210540.KS,디와이파워,120800000000,1208억,기계·장비,KOSPI
554,089470.KS,HDC현대EP,120700000000,1207억,화학,KOSPI
555,037560.KS,LG헬로비전,120600000000,1206억,오락·문화,KOSPI
556,214390.KS,경보제약,120500000000,1205억,제약,KOSPI
557,009270.KS,신원,120500000000,1205억,섬유·의류,KOSPI
558,077500.KS,유니퀘스트,119200000000,1192억,유통,KOSPI
559,009070.KS,케이씨티시,119000000000,1190억,운송·창고,KOSPI
560,011280.KS,태림포장,118000000000,1180억,종이·목재,KOSPI
561,001520.KS,동양,117800000000,1178억,비금속,KOSPI
562,001360.KS,삼성제약,117500000000,1175억,제약,KOSPI
563,002780.KS,진흥기업,117400000000,1174억,건설,KOSPI
564,002220.KS,한일철강,117200000000,1172억,금속,KOSPI
565,092220.KS,KEC,116600000000,1166억,전기·전자,KOSPI
566,078000.KS,텔코웨어,116500000000,1165억,IT 서비스,KOSPI
567,079430.KS,현대리바트,114200000000,1142억,제조,KOSPI
568,018470.KS,조일알미늄,113700000000,1137억,금속,KOSPI
569,008040.KS,사조동아원,113600000000,1136억,음식료·담배,KOSPI
570,008970.KS,KBI동양철관,113200000000,1132억,금속,KOSPI
571,034590.KS,인천도시가스,112900000000,1129억,전기·가스,KOSPI
572,267290.KS,경동도시가스,112700000000,1127억,전기·가스,KOSPI
573,025620.KS,차AI헬스케어,112500000000,1125억,화학,KOSPI
574,005800.KS,신영와코루,112300000000,1123억,섬유·의류,KOSPI
575,014280.KS,금강공업,111200000000,1112억,금속,KOSPI
576,014530.KS,극동유화,110500000000,1105억,화학,KOSPI
577,011810.KS,STX,109500000000,1095억,유통,KOSPI
578,011690.KS,와이투솔루션,109000000000,1090억,전기·전자,KOSPI
579,014580.KS,태경비케이,109000000000,1090억,비금속,KOSPI
580,004250.KS,엔피씨,108900000000,1089억,화학,KOSPI
581,002460.KS,HS화성,108800000000,1088억,건설,KOSPI
582,120030.KS,조선선재,107800000000,1078억,금속,KOSPI
583,016710.KS,대성홀딩스,107300000000,1073억,일반서비스,KOSPI
584,002390.KS,한독,106500000000,1065억,제약,KOSPI
585,227840.KS,현대코퍼레이션홀딩스,105700000000,1057억,유통,KOSPI
586,010100.KS,한국무브넥스,104400000000,1044억,운송장비·부품,KOSPI
587,019180.KS,티에이치엔,104400000000,1044억,전기·전자,KOSPI
588,012320.KS,경동인베스트,104200000000,1042억,금융,KOSPI
589,017550.KS,수산세보틱스,104100000000,1041억,기계·장비,KOSPI
590,015590.KS,DKME,104100000000,1041억,기계·장비,KOSPI
591,070960.KS,모나용평,103700000000,1037억,일반서비스,KOSPI
592,036580.KS,팜스코,103600000000,1036억,음식료·담배,KOSPI
593,016740.KS,두올,103500000000,1035억,운송장비·부품,KOSPI
594,083420.KS,그린케미칼,103100000000,1031억,화학,KOSPI
595,027970.KS,한국제지,102900000000,1029억,종이·목재,KOSPI
596,002450.KS,삼익악기,102700000000,1027억,제조,KOSPI
597,267850.KS,아시아나IDT,102600000000,1026억,IT 서비스,KOSPI
598,013570.KS,디와이,101900000000,1019억,금융,KOSPI
599,264900.KS,크라운제과,101900000000,1019억,음식료·담배,KOSPI
600,009580.KS,무림P&P,101600000000,1016억,종이·목재,KOSPI
601,248170.KS,샘표식품,101400000000,1014억,음식료·담배,KOSPI
602,012800.KS,대창,101300000000,1013억,금속,KOSPI
603,123690.KS,한국화장품,100900000000,1009억,유통,KOSPI
604,119650.KS,KC코트렐,100800000000,1008억,기계·장비,KOSPI
605,084680.KS,이월드,100300000000,1003억,제조,KOSPI
606,002620.KS,제일파마홀딩스,99800000000,998억,일반서비스,KOSPI
607,035000.KS,HS애드,98700000000,987억,일반서비스,KOSPI
608,021820.KS,세원정공,98600000000,986억,운송장비·부품,KOSPI
609,058730.KS,다스코,97900000000,979억,금속,KOSPI
610,023450.KS,동남합성,97700000000,977억,화학,KOSPI
611,007210.KS,벽산,94500000000,945억,비금속,KOSPI
612,002210.KS,동성제약,94000000000,940억,제약,KOSPI
613,010960.KS,삼호개발,93500000000,935억,건설,KOSPI
614,009190.KS,대양금속,92400000000,924억,금속,KOSPI
615,058850.KS,KTcs,91900000000,919억,IT 서비스,KOSPI
616,067830.KS,세이브존I&C,91700000000,917억,유통,KOSPI
617,014790.KS,HL D&I,91600000000,916억,건설,KOSPI
618,014440.KS,영보화학,89800000000,898억,화학,KOSPI
619,007610.KS,선도전기,89500000000,895억,전기·전자,KOSPI
620,008700.KS,아남전자,89500000000,895억,전기·전자,KOSPI
621,004140.KS,동방,88700000000,887억,운송·창고,KOSPI
622,001260.KS,남광토건,88500000000,885억,건설,KOSPI
623,023000.KS,삼원강재,87800000000,878억,운송장비·부품,KOSPI
624,058860.KS,KTis,87700000000,877억,IT 서비스,KOSPI
625,032560.KS,황금에스티,87600000000,876억,금속,KOSPI
626,004890.KS,동일산업,87300000000,873억,금속,KOSPI
627,008260.KS,NI스틸,87200000000,872억,금속,KOSPI
628,006660.KS,삼성공조,84800000000,848억,운송장비·부품,KOSPI
629,002700.KS,신일전자,84800000000,848억,유통,KOSPI
630,023800.KS,인지컨트롤스,84300000000,843억,운송장비·부품,KOSPI
631,004100.KS,태양금속공업,84000000000,840억,운송장비·부품,KOSPI
632,005740.KS,크라운해태홀딩스,82300000000,823억,금융,KOSPI
633,004840.KS,DRB동일,82000000000,820억,화학,KOSPI
634,002600.KS,조흥,81900000000,819억,음식료·담배,KOSPI
635,013360.KS,일성건설,81800000000,818억,건설,KOSPI
636,000590.KS,CS홀딩스,81600000000,816억,금융,KOSPI
637,019680.KS,대교,81000000000,810억,일반서비스,KOSPI
638,017370.KS,우신시스템,80600000000,806억,기계·장비,KOSPI
639,109070.KS,주성코퍼레이션,80200000000,802억,전기·전자,KOSPI
640,001290.KS,상상인증권,80000000000,800억,증권,KOSPI
641,007980.KS,TP,79900000000,799억,섬유·의류,KOSPI
642,001470.KS,삼부토건,79700000000,797억,건설,KOSPI
643,069730.KS,DSR제강,79500000000,795억,금속,KOSPI
644,006090.KS,사조오양,79000000000,790억,음식료·담배,KOSPI
645,000850.KS,화천기공,77800000000,778억,기계·장비,KOSPI
646,139990.KS,아주스틸,77500000000,775억,금속,KOSPI
647,111380.KS,동인기연,77400000000,774억,섬유·의류,KOSPI
648,363280.KS,티와이홀딩스,77100000000,771억,금융,KOSPI
649,002200.KS,한국수출포장공업,76700000000,767억,종이·목재,KOSPI
650,007590.KS,동방아그로,76700000000,767억,화학,KOSPI
651,009180.KS,한솔로지스틱스,76400000000,764억,운송·창고,KOSPI
652,163560.KS,동일고무벨트,76200000000,762억,화학,KOSPI
653,011700.KS,한신기계공업,75600000000,756억,기계·장비,KOSPI
654,084670.KS,동양고속,75400000000,754억,운송·창고,KOSPI
655,006840.KS,AK홀딩스,74500000000,745억,금융,KOSPI
656,214330.KS,금호에이치티,74300000000,743억,운송장비·부품,KOSPI
657,014160.KS,대영포장,74100000000,741억,종이·목재,KOSPI
658,013700.KS,까뮤이앤씨,73300000000,733억,건설,KOSPI
659,011150.KS,CJ씨푸드,72400000000,724억,음식료·담배,KOSPI
660,013870.KS,지엠비코리아,72000000000,720억,운송장비·부품,KOSPI
661,063160.KS,종근당바이오,71800000000,718억,제약,KOSPI
662,155660.KS,DSR,71600000000,716억,금속,KOSPI
663,002720.KS,국제약품,71400000000,714억,제약,KOSPI
664,001020.KS,페이퍼코리아,71200000000,712억,종이·목재,KOSPI
665,338100.KS,NH프라임리츠,70600000000,706억,리츠,KOSPI
666,006890.KS,태경케미컬,70500000000,705억,화학,KOSPI
667,004440.KS,삼일씨엔에스,69600000000,696억,비금속,KOSPI
668,000180.KS,성창기업지주,68600000000,686억,일반서비스,KOSPI
669,095720.KS,웅진씽크빅,68500000000,685억,일반서비스,KOSPI
670,000230.KS,일동홀딩스,68400000000,684억,제약,KOSPI
671,005750.KS,대림바스,68200000000,682억,비금속,KOSPI
672,009770.KS,삼정펄프,68200000000,682억,종이·목재,KOSPI
673,004720.KS,팜젠사이언스,68100000000,681억,제약,KOSPI
674,001210.KS,금호전기,68100000000,681억,전기·전자,KOSPI
675,079980.KS,휴비스,67900000000,679억,화학,KOSPI
676,001560.KS,제일연마,67000000000,670억,비금속,KOSPI
677,007110.KS,일신석재,66800000000,668억,유통,KOSPI
678,072130.KS,유엔젤,66700000000,667억,IT 서비스,KOSPI
679,100220.KS,비상교육,65600000000,656억,오락·문화,KOSPI
680,016090.KS,대현,64900000000,649억,섬유·의류,KOSPI
681,018500.KS,동원금속,64300000000,643억,운송장비·부품,KOSPI
682,010040.KS,한국내화,63800000000,638억,비금속,KOSPI
683,396690.KS,미래에셋글로벌리츠,63700000000,637억,리츠,KOSPI
684,003780.KS,진양산업,62500000000,625억,화학,KOSPI
685,005870.KS,휴니드테크놀러지스,62100000000,621억,전기·전자,KOSPI
686,068290.KS,삼성출판사,60600000000,606억,오락·문화,KOSPI
687,055490.KS,테이팩스,59800000000,598억,화학,KOSPI
688,111110.KS,호전실업,59800000000,598억,섬유·의류,KOSPI
689,031820.KS,아이티센씨티에스,59600000000,596억,IT 서비스,KOSPI
690,011230.KS,삼화전자공업,59500000000,595억,전기·전자,KOSPI
691,009200.KS,무림페이퍼,59000000000,590억,종이·목재,KOSPI
692,071090.KS,하이스틸,58500000000,585억,금속,KOSPI
693,129260.KS,인터지스,58000000000,580억,운송·창고,KOSPI
694,003680.KS,한성기업,58000000000,580억,음식료·담배,KOSPI
695,010660.KS,화천기계,57800000000,578억,기계·장비,KOSPI
696,004770.KS,써니전자,57700000000,577억,전기·전자,KOSPI
697,101140.KS,인바이오젠,57100000000,571억,유통,KOSPI
698,002760.KS,보락,57100000000,571억,화학,KOSPI
699,006370.KS,대구백화점,57100000000,571억,유통,KOSPI
700,024900.KS,디와이덕양,57000000000,570억,운송장비·부품,KOSPI
701,085310.KS,엔케이,56800000000,568억,금속,KOSPI
702,000220.KS,유유제약,56800000000,568억,제약,KOSPI
703,010770.KS,평화홀딩스,56500000000,565억,운송장비·부품,KOSPI
704,006880.KS,신송홀딩스,56000000000,560억,유통,KOSPI
705,003580.KS,HLB글로벌,55800000000,558억,유통,KOSPI
706,001550.KS,조비,55800000000,558억,화학,KOSPI
707,075180.KS,새론오토모티브,55700000000,557억,운송장비·부품,KOSPI
708,007280.KS,한국특강,55500000000,555억,금속,KOSPI
709,004450.KS,삼화왕관,55300000000,553억,금속,KOSPI
710,092440.KS,기신정기,55200000000,552억,기계·장비,KOSPI
711,003010.KS,혜인,53900000000,539억,유통,KOSPI
712,378850.KS,화승알앤에이,53600000000,536억,운송장비·부품,KOSPI
713,004830.KS,덕성,53300000000,533억,화학,KOSPI
714,002410.KS,범양건영,53200000000,532억,건설,KOSPI
715,004540.KS,깨끗한나라,52800000000,528억,종이·목재,KOSPI
716,007460.KS,에이프로젠,52500000000,525억,제약,KOSPI
717,014910.KS,성문전자,52000000000,520억,전기·전자,KOSPI
718,025530.KS,에스제이엠홀딩스,51400000000,514억,유통,KOSPI
719,123700.KS,에스제이엠,51000000000,510억,운송장비·부품,KOSPI
720,020760.KS,일진디스플,51000000000,510억,전기·전자,KOSPI
721,012690.KS,모나리자,49700000000,497억,종이·목재,KOSPI
722,002630.KS,오리엔트바이오,49700000000,497억,제약,KOSPI
723,004920.KS,씨아이테크,49100000000,491억,전기·전자,KOSPI
724,001620.KS,케이비아이동국실업,48900000000,489억,운송장비·부품,KOSPI
725,004060.KS,SG세계물산,48800000000,488억,유통,KOSPI
726,006980.KS,우성,48800000000,488억,음식료·담배,KOSPI
727,011000.KS,진원생명과학,48500000000,485억,제약,KOSPI
728,009320.KS,아진전자부품,47600000000,476억,운송장비·부품,KOSPI
729,021050.KS,서원,47300000000,473억,금속,KOSPI
730,023810.KS,인팩,47100000000,471억,운송장비·부품,KOSPI
731,026940.KS,부국철강,46500000000,465억,금속,KOSPI
732,372910.KS,한컴라이프케어,46400000000,464억,의료·정밀기기,KOSPI
733,090080.KS,평화산업,46300000000,463억,운송장비·부품,KOSPI
734,069460.KS,대호에이엘,46300000000,463억,금속,KOSPI
735,006490.KS,인스코비,45800000000,458억,통신,KOSPI
736,357250.KS,미래에셋맵스리츠,45800000000,458억,리츠,KOSPI
737,000890.KS,보해양조,45700000000,457억,음식료·담배,KOSPI
738,004910.KS,조광페인트,45500000000,455억,화학,KOSPI
739,000910.KS,유니온,45400000000,454억,비금속,KOSPI
740,023350.KS,한국종합기술,45300000000,453억,일반서비스,KOSPI
741,002920.KS,유성기업,45200000000,452억,운송장비·부품,KOSPI
742,005030.KS,부산주공,45100000000,451억,운송장비·부품,KOSPI
743,074610.KS,이엔플러스,44800000000,448억,기계·장비,KOSPI
744,041650.KS,상신브레이크,44700000000,447억,운송장비·부품,KOSPI
745,003080.KS,SB성보,44300000000,443억,화학,KOSPI
746,092780.KS,DYP,44200000000,442억,운송장비·부품,KOSPI
747,481850.KS,신한글로벌액티브리츠,43800000000,438억,리츠,KOSPI
748,011390.KS,부산산업,43200000000,432억,비금속,KOSPI
749,000950.KS,전방,43100000000,431억,섬유·의류,KOSPI
750,002880.KS,대유에이텍,43000000000,430억,운송장비·부품,KOSPI
751,002140.KS,고려산업,42800000000,428억,음식료·담배,KOSPI
752,008420.KS,문배철강,42500000000,425억,금속,KOSPI
753,047400.KS,유니온머티리얼,41700000000,417억,비금속,KOSPI
754,019490.KS,엑시큐어하이트론,41300000000,413억,전기·전자,KOSPI
755,005360.KS,모나미,41200000000,412억,유통,KOSPI
756,011300.KS,성안머티리얼스,40700000000,407억,섬유·의류,KOSPI
757,011420.KS,갤럭시아에스엠,40500000000,405억,오락·문화,KOSPI
758,017040.KS,광명전기,40400000000,404억,전기·전자,KOSPI
759,017180.KS,명문제약,40300000000,403억,제약,KOSPI
760,012280.KS,영화금속,40300000000,403억,운송장비·부품,KOSPI
761,004410.KS,서울식품공업,39600000000,396억,음식료·담배,KOSPI
762,084870.KS,티비에이치글로벌,39200000000,392억,섬유·의류,KOSPI
763,480370.KS,씨케이솔루션,39000000000,390억,기계·장비,KOSPI
764,134790.KS,시디즈,38200000000,382억,제조,KOSPI
765,036420.KS,콘텐트리중앙,38100000000,381억,오락·문화,KOSPI
766,133820.KS,화인베스틸,37900000000,379억,금속,KOSPI
767,023960.KS,에쓰씨엔지니어링,37900000000,379억,건설,KOSPI
768,008870.KS,금비,37600000000,376억,비금속,KOSPI
769,002870.KS,신풍,37000000000,370억,유통,KOSPI
770,051630.KS,진양화학,36500000000,365억,화학,KOSPI
771,000760.KS,이화산업,35800000000,358억,유통,KOSPI
772,145270.KS,케이탑리츠,35400000000,354억,리츠,KOSPI
773,009140.KS,경인전자,34900000000,349억,전기·전자,KOSPI
774,446070.KS,유니드비티플러스,34800000000,348억,종이·목재,KOSPI
775,007120.KS,미래아이앤지,34700000000,347억,IT 서비스,KOSPI
776,049800.KS,우진플라임,34300000000,343억,기계·장비,KOSPI
777,006570.KS,대림통상,33700000000,337억,금속,KOSPI
778,143210.KS,핸즈코퍼레이션,33600000000,336억,운송장비·부품,KOSPI
779,013000.KS,세우글로벌,33500000000,335억,유통,KOSPI
780,023150.KS,MH에탄올,33500000000,335억,음식료·담배,KOSPI
781,011330.KS,유니켐,32500000000,325억,운송장비·부품,KOSPI
782,027740.KS,마니커,32500000000,325억,음식료·담배,KOSPI
783,005820.KS,원림,32200000000,322억,섬유·의류,KOSPI
784,010400.KS,우진아이엔에스,31400000000,314억,건설,KOSPI
785,010640.KS,진양폴리우레탄,31200000000,312억,화학,KOSPI
786,088790.KS,진도,31100000000,311억,유통,KOSPI
787,002690.KS,동일제강,30900000000,309억,금속,KOSPI
788,001380.KS,SG글로벌,30700000000,307억,운송장비·부품,KOSPI
789,001070.KS,대한방직,30700000000,307억,섬유·의류,KOSPI
790,009460.KS,한창제지,30700000000,307억,종이·목재,KOSPI
791,308170.KS,씨티알모빌리티,30500000000,305억,운송장비·부품,KOSPI
792,009810.KS,플레이그램,30000000000,300억,유통,KOSPI
793,002420.KS,세기상사,30000000000,300억,유통,KOSPI
794,093240.KS,형지엘리트,29700000000,297억,섬유·의류,KOSPI
795,008250.KS,이건산업,29600000000,296억,종이·목재,KOSPI
796,090370.KS,메타랩스,29400000000,294억,섬유·의류,KOSPI
797,025750.KS,한솔홈데코,29300000000,293억,종이·목재,KOSPI
798,012160.KS,영흥,29200000000,292억,금속,KOSPI
799,003060.KS,에이프로젠바이오로직스,28700000000,287억,제약,KOSPI
800,002820.KS,SUN&L,28100000000,281억,화학,KOSPI
801,004870.KS,티웨이홀딩스,28000000000,280억,비금속,KOSPI
802,004270.KS,남성,27900000000,279억,유통,KOSPI
803,024890.KS,대원화성,27700000000,277억,화학,KOSPI
804,005320.KS,온타이드,27600000000,276억,유통,KOSPI
805,030720.KS,동원수산,27500000000,275억,미분류,KOSPI
806,024070.KS,WISCOM,27100000000,271억,화학,KOSPI
807,014990.KS,인디에프,27000000000,270억,섬유·의류,KOSPI
808,118000.KS,메타케어,26700000000,267억,유통,KOSPI
