rank,ticker,name,market_cap_krw,market_cap_h,sector,market
544,078340.KQ,컴투스,365800000000,3658억,IT 서비스,KOSDAQ
545,013030.KQ,하이록코리아,365400000000,3654억,금속,KOSDAQ
546,306200.KS,세아제강,364500000000,3645억,금속,KOSPI
547,236200.KQ,슈프리마,364100000000,3641억,전기·전자,KOSDAQ
548,332570.KQ,PS일렉트로닉스,363400000000,3634억,전기·전자,KOSDAQ
549,290550.KQ,디케이티,363000000000,3630억,전기·전자,KOSDAQ
550,105630.KS,한세실업,362000000000,3620억,섬유·의류,KOSPI
551,381970.KS,케이카,360800000000,3608억,유통,KOSPI
552,060280.KQ,큐렉소,359400000000,3594억,유통,KOSDAQ
553,007690.KS,국도화학,359300000000,3593억,화학,KOSPI
554,003800.KQ,에이스침대,358200000000,3582억,기타제조,KOSDAQ
555,455900.KQ,엔젤로보틱스,357100000000,3571억,기계·장비,KOSDAQ
556,344820.KS,케이씨씨글라스,356100000000,3561억,비금속,KOSPI
557,025980.KQ,아난티,355600000000,3556억,일반서비스,KOSDAQ
558,092230.KS,KPX홀딩스,355300000000,3553억,화학,KOSPI
559,064290.KQ,인텍플러스,355000000000,3550억,기계·장비,KOSDAQ
560,033160.KQ,엠케이전자,354000000000,3540억,전기·전자,KOSDAQ
561,200710.KQ,에이디테크놀로지,352700000000,3527억,전기·전자,KOSDAQ
562,009900.KS,명신산업,351500000000,3515억,운송장비·부품,KOSPI
563,005420.KS,코스모화학,351400000000,3514억,화학,KOSPI
564,204620.KQ,글로벌텍스프리,350000000000,3500억,금융,KOSDAQ
565,170900.KS,동아에스티,349700000000,3497억,제약,KOSPI
566,348340.KQ,뉴로메카,348100000000,3481억,기계·장비,KOSDAQ
567,033640.KQ,네패스,347700000000,3477억,전기·전자,KOSDAQ
568,241770.KQ,메카로,347100000000,3471억,전기·전자,KOSDAQ
569,130660.KS,한전산업,346200000000,3462억,일반서비스,KOSPI
570,104700.KS,한국철강,345900000000,3459억,금속,KOSPI
571,078020.KQ,LS증권,345600000000,3456억,금융,KOSDAQ
572,064260.KQ,다날,345300000000,3453억,IT 서비스,KOSDAQ
573,089590.KS,제주항공,345100000000,3451억,운송·창고,KOSPI
574,005610.KS,SPC삼립,343000000000,3430억,음식료·담배,KOSPI
575,060980.KS,HL홀딩스,342300000000,3423억,금융,KOSPI
576,078160.KQ,메디포스트,340700000000,3407억,제약,KOSDAQ
577,006220.KS,제주은행,339100000000,3391억,금융,KOSPI
578,089010.KQ,켐트로닉스,338800000000,3388억,화학,KOSDAQ
579,011760.KS,현대코퍼레이션,338700000000,3387억,유통,KOSPI
580,089890.KQ,코세스,338300000000,3383억,기계·장비,KOSDAQ
581,008730.KS,율촌화학,337800000000,3378억,화학,KOSPI
582,002990.KS,금호건설,336800000000,3368억,건설,KOSPI
583,126560.KS,현대퓨처넷,336300000000,3363억,통신,KOSPI
584,017810.KS,풀무원,336200000000,3362억,음식료·담배,KOSPI
585,039440.KQ,에스티아이,333400000000,3334억,기계·장비,KOSDAQ
586,025320.KQ,시노펙스,330900000000,3309억,전기·전자,KOSDAQ
587,145720.KS,덴티움,330700000000,3307억,의료·정밀기기,KOSPI
588,005950.KS,이수화학,328700000000,3287억,화학,KOSPI
589,183190.KS,아세아시멘트,324200000000,3242억,비금속,KOSPI
590,092730.KQ,네오팜,318500000000,3185억,화학,KOSDAQ
591,160980.KQ,싸이맥스,318400000000,3184억,기계·장비,KOSDAQ
592,097520.KS,엠씨넥스,318100000000,3181억,전기·전자,KOSPI
593,348210.KQ,넥스틴,317500000000,3175억,기계·장비,KOSDAQ
594,356860.KQ,티엘비,317300000000,3173억,전기·전자,KOSDAQ
595,017900.KS,광전자,314100000000,3141억,전기·전자,KOSPI
596,029460.KS,케이씨,311900000000,3119억,의료·정밀기기,KOSPI
597,441270.KQ,파인엠텍,311500000000,3115억,전기·전자,KOSDAQ
598,024720.KS,콜마홀딩스,311100000000,3111억,금융,KOSPI
599,002020.KS,코오롱,310400000000,3104억,금융,KOSPI
600,389650.KQ,넥스트바이오메디컬,305800000000,3058억,의료·정밀기기,KOSDAQ
601,126720.KS,수산인더스트리,305700000000,3057억,건설,KOSPI
602,009290.KS,광동제약,303300000000,3033억,제약,KOSPI
603,005720.KS,넥센,303200000000,3032억,화학,KOSPI
604,243070.KQ,휴온스,302500000000,3025억,제약,KOSDAQ
605,215600.KQ,신라젠,302000000000,3020억,일반서비스,KOSDAQ
606,011930.KS,신성이엔지,301300000000,3013억,전기·전자,KOSPI
607,009160.KS,SIMPAC,301000000000,3010억,금속,KOSPI
608,200880.KS,서연이화,300800000000,3008억,운송장비·부품,KOSPI
609,025770.KQ,한국정보통신,300700000000,3007억,통신,KOSDAQ
610,018250.KS,애경산업,300500000000,3005억,화학,KOSPI
611,084110.KQ,휴온스글로벌,300000000000,3000억,제약,KOSDAQ
